FIPS,% Smokers,% Obese,% Physically Inactive,% Excessive Drinking,% Unemployed,% Children in Poverty,% Uninsured,PCP Rate,Average Daily PM2.5,% Bachelor or Higher,Age-Adjusted Mortality
48299,14.066010068,27.6,27.8,15.556042897,4.1494280847,25.2,19.652777778,65.66983,8.0,25.7,388.5
48301,19.109574757,29.5,24.2,19.219299006,4.347826087,17.8,13.20754717,0.0,6.6,0.0,
48303,16.094836845,30.0,26.7,19.351599815,3.3903294173,22.0,16.851556706,78.14248,8.2,29.1,427.5
48305,16.675728805,29.1,27.6,16.618405425,4.0261153428,27.3,25.158562368,69.8812,7.4,18.2,399.6
48307,16.293697608,28.8,30.7,15.926236161,4.6448825277,29.7,21.471633947,47.95588,7.0,19.0,406.4
48309,16.102266774,30.6,25.9,18.020256082,3.976036275,24.5,17.91368806,70.01232999999999,9.6,23.7,392.1
48311,13.200994053,31.7,29.6,17.202001484,2.1814006889,19.0,15.740740741,0.0,7.2,23.3,
48313,16.536300573,29.2,26.2,20.081903435,5.1493960585,23.3,21.623600795,21.32954,9.1,13.6,478.5
48315,17.090929628,29.7,29.0,15.675370072,7.0882557331,35.7,17.852929611,9.842519999999999,9.9,14.9,603.3
48317,15.117756052,28.9,30.0,19.305856125,4.4363044363,18.0,21.268808459,35.45471,7.3,20.4,348.8
48319,13.443307191,27.2,26.3,16.258704425,3.7141249297,23.6,28.784722222,,7.0,20.0,341.4
48321,16.66921908,31.3,24.9,17.055528661,7.4021267748,26.4,21.142333737,35.354910000000004,8.7,16.7,464.9
48323,17.07820989,30.1,25.7,15.051996951,11.296550006,34.8,28.815370348,24.26091,7.2,12.5,342.9
48325,13.931310414,32.3,24.4,18.484293797,4.422533863,20.5,18.221532894,22.71929,8.8,19.8,347.1
48327,12.928707565,28.3,27.2,15.298440797,4.6228710462,38.9,30.687830688,46.21072,6.6,17.8,444.7
48329,13.747403379,30.9,26.6,21.401748855,4.4201768071,13.2,16.886622259,36.62844,7.7,27.4,361.2
48331,16.011243744,30.0,25.5,16.786195368,5.2262773723,26.5,18.988711922,16.317870000000003,8.9,13.8,468.4
48333,13.992219033,26.9,27.7,16.378567509,4.2275574113,21.3,24.627913507,20.40816,7.4,18.2,386.7
48335,14.320149968,29.5,25.5,21.478159948,7.2307692308,26.8,19.226139295,22.058010000000003,7.0,11.8,512.5
48337,16.028747585,26.6,29.4,17.530648436,5.0317973893,23.7,21.438570762,31.149409999999996,8.8,15.5,475.5
48339,14.157844631,25.9,26.4,21.035736382,4.9271459153,14.2,15.647849623,61.76066,11.4,34.7,309.4
48341,16.618296469,31.4,24.7,17.420677398,2.9974946314,17.0,26.966915473,44.93372,7.0,14.3,378.1
48343,16.020425236,31.7,29.7,17.14860275,11.004491629,31.2,19.156342787,15.97955,9.7,15.5,559.9
48345,15.312082845,26.8,27.7,16.171364202,3.7401574803,31.6,26.002430134,0.0,6.7,16.7,456.4
48347,17.410894948,35.2,28.0,17.062687351,4.7098284476,32.5,20.135373524,71.57651,9.5,24.5,417.8
48349,16.983969438,27.7,27.0,17.182558465,4.2217521594,27.1,22.350703309,43.45757,9.4,16.1,464.4
48351,17.09591011,30.2,28.0,18.367085071,8.0614923135,31.9,17.064782972,,9.3,8.9,490.6
48353,15.532465497,30.4,29.3,17.864942165,4.863443844,29.9,18.213030328,33.09724,7.1,15.5,496.6
48355,14.496501552,33.1,24.8,18.588175382,5.693007961,23.3,18.644250037,78.1174,9.1,21.5,386.4
48357,15.497974799,29.2,31.5,19.757595116,5.3632478632,16.6,26.471507449,37.21969,7.1,15.2,416.3
48359,15.914820496,28.9,25.1,19.011248609,2.9735682819,32.5,16.049382716,48.33253,6.4,22.5,329.3
48361,18.128094515,32.6,31.5,21.051049193,6.7639652325,20.2,15.41068917,21.36245,9.8,15.3,523.2
48363,16.610856384,29.3,32.8,17.691666036,5.554296078,26.0,21.956194023,53.77308,8.5,16.5,488.0
48365,15.665639509,32.0,27.1,18.307187865,7.3934588702,22.0,17.517833144,37.86922,9.8,15.5,454.8
48367,14.430428958,31.6,29.4,21.112532635,4.0952192156,13.0,15.870681936,45.22302,9.8,26.8,365.9
48369,15.581490136,30.0,26.0,17.656786055,2.5223759154,21.6,28.192942854,30.77239,7.2,17.7,296.1
48371,13.820320011,31.4,25.5,19.818343739,5.9324659232,25.3,21.796772069,49.37357000000001,6.7,9.8,316.3
48373,17.256215244,32.3,27.2,17.477043861,6.3335068541,33.0,22.729831422,53.2232,9.4,14.0,528.0
48375,18.368599829,33.3,28.9,18.285585656,3.3400827538,28.7,23.96142727,74.71141999999999,7.6,14.8,493.4
48377,15.982570474,26.5,27.4,13.161503027,10.716612378,37.9,30.486891386,43.63002,5.9,20.1,267.6
48379,14.392804326,30.9,27.4,18.574455781,4.0290381125,26.4,21.127757461,17.919539999999998,9.4,11.7,475.5
48381,14.258477628,25.8,28.4,21.179295223,2.9751402218,11.4,13.230948289,62.17903,7.6,32.0,347.2
48383,15.889449217,28.7,24.0,18.099766436,6.6268656716,18.5,24.911347518,26.371309999999998,6.7,10.6,423.7
48385,14.765280441,28.6,27.4,15.229469463,5.7448880234,36.0,26.524390244,,6.6,20.6,510.8
48387,16.321978651,34.7,33.9,16.087258798,5.8648111332,28.3,21.144356955,16.05781,9.5,12.6,474.5
48389,15.719607162,28.9,24.0,19.198209258,5.5668703327,28.6,21.514752104,27.15178,6.6,10.8,442.5
48391,14.058430684,28.2,26.0,16.541076254,6.8211068211,24.3,18.465311843,13.7193,7.7,11.8,509.4
48393,12.961483644,27.2,24.6,20.874810029,4.6728971963,7.9,10.652463382,0.0,6.8,26.3,
48395,15.652333688,30.7,30.8,17.969655292,5.0327332242,29.4,20.410286904,12.00552,9.0,16.1,487.0
48397,13.384994006,26.0,26.2,20.855297637,3.509036469,7.3,13.482608969,77.04075,10.2,40.3,246.4
48399,15.20529071,30.1,27.1,17.123772739,4.0842648323,26.8,20.909090909,56.86664999999999,7.1,18.3,404.1
48401,16.506584936,32.4,30.7,17.108981679,5.8318123136,22.2,21.780284209,26.38025,9.9,14.5,429.3
48403,17.334849694,31.4,27.6,15.059233105,9.6214966773,29.7,19.082719083,28.935190000000002,8.8,16.0,560.5
48405,19.738793127,32.8,30.9,14.194964025,9.1424521616,38.7,18.700755749,23.60439,8.9,13.3,628.7
48407,16.955370256,28.1,28.7,17.010341926,6.3348812757,26.7,22.441017167,14.591619999999999,9.7,10.9,513.9
48409,14.757142156,35.3,34.1,18.153224482,7.5690351632,25.6,18.80070794,26.72328,8.7,14.9,434.1
48411,16.483426921,27.9,25.5,17.075030235,3.4426229508,33.2,27.00729927,33.89256,7.3,14.4,379.2
48413,12.718676377,28.4,26.1,18.749197014,5.6644880174,25.6,24.55423477,,6.6,16.5,319.7
48415,14.638832065,27.9,28.6,19.74792542,5.9225512528,21.6,19.31064958,45.41584,7.1,16.5,438.1
48417,15.431727516,29.2,27.5,18.434668473,3.8644785601,22.6,18.306213018,29.85075,7.1,24.9,314.7
48419,19.128447279,32.7,30.1,16.146227212,6.0101375815,30.8,24.434560424,23.62019,9.4,14.5,517.9
48421,13.919010914,27.5,24.5,19.155773967,2.8888888889,17.6,29.306402439,,6.8,19.7,348.3
48423,16.474578295,29.4,29.7,17.673309939,4.4918489329,21.7,19.023267706,100.02870999999999,9.9,25.8,373.4
48425,15.710317453,29.7,26.4,18.242359952,4.7459252157,17.8,17.425742574,102.98661,8.4,23.9,315.0
48427,20.113247958,31.2,28.4,13.81852446,13.625980355,54.8,30.634863051,18.81025,8.0,10.3,330.3
48429,16.996160414,28.4,27.6,18.800799693,5.2525760241,30.3,24.436840605,21.18644,7.3,16.6,451.6
48431,17.202811269,27.4,26.4,16.944385913,4.2168674699,21.2,20.785013381,0.0,6.7,15.9,
48433,15.228830365,27.3,26.9,15.802396645,4.6325878594,22.4,20.576923077,70.92199,6.9,13.7,
48435,12.328551556,26.9,23.9,18.744630638,8.0430652312,23.2,22.413793103,102.22336,6.5,17.7,293.6
48437,16.689758677,28.4,30.4,16.936282446,4.2915279319,33.0,23.98989899,13.27492,7.3,12.8,371.2
48439,15.327161996,28.8,23.9,17.809186576,3.9457550445,19.6,17.687140777,56.897909999999996,10.9,31.5,324.4
48441,18.420112246,32.3,26.7,18.661078297,3.7439250265,20.7,16.003131487,66.88668,7.6,24.5,465.1
48443,15.256157436,26.9,28.4,14.561148395,4.0669856459,29.6,24.038461538,0.0,6.8,15.3,
48445,16.689081072,30.1,30.9,17.723010646,4.8689834603,30.9,25.512505125,31.39964,7.4,12.0,480.4
48447,13.728059927,27.7,28.1,17.868931214,3.664921466,21.2,22.006745363,126.66244,7.1,19.0,422.5
48449,17.363928244,30.1,27.4,17.476163024,6.2349561301,23.4,24.34394996,55.175799999999995,9.9,15.9,376.8
48451,15.362674504,27.2,25.1,18.979266744,4.5050363428,19.7,17.81271758,67.73634,7.2,24.2,382.1
48453,13.202079894,21.0,16.4,22.589236561,3.1372398716,16.1,16.184422162,84.65371,10.0,48.6,246.7
48455,17.245327448,31.6,28.9,15.551252218,6.3003663004,34.0,21.707089552,13.88696,9.2,12.8,535.9
48457,15.884167077,30.5,27.2,19.103458147,7.5928243638,26.0,17.007391623,14.053500000000001,9.0,12.5,521.9
48459,15.544611492,29.0,30.5,18.854205464,6.4885927265,23.3,18.568427371,24.62872,9.8,17.0,453.8
48461,15.81320825,27.6,24.4,17.855387257,5.3695514845,18.4,19.654841802,82.16927,6.9,9.9,450.2
48463,16.139002443,30.9,26.0,16.063913376,5.3319748684,40.1,23.221963454,51.38558,7.2,15.8,350.7
48465,15.931737194,27.9,28.9,17.412369064,6.3451522436,30.2,22.296292625,28.57843,7.2,18.6,335.3
48467,15.364126079,28.2,29.4,18.362242966,4.2970329048,22.1,21.649242335,18.67518,9.7,17.1,435.7
48469,14.86575896,32.0,29.8,18.515936675,5.3758054601,21.5,18.012607272,81.18465,8.4,20.1,389.2
48471,17.416418116,31.9,26.1,20.023542815,5.2782825508,24.2,18.060865576,31.117839999999998,9.7,20.6,368.1
48473,17.868985793,35.8,30.3,20.451649281,5.6590815439,23.3,23.457996811,10.27622,10.3,19.9,365.7
48475,14.687634891,31.3,25.4,18.112888726,5.8052434457,19.1,20.958504973,17.063390000000002,7.0,13.6,496.7
48477,14.444238754,30.4,27.3,17.572393366,5.1300867245,20.8,18.891850724,66.15849,9.0,25.0,321.3
48479,18.101216839,31.1,26.0,15.833132941,4.893731338,43.3,27.611431895,32.25555,7.4,18.4,311.5
48481,16.440872092,30.6,27.2,17.005926146,5.0216573849,25.2,22.060570932,40.97768,9.0,17.1,392.2
48483,15.017090195,29.3,28.1,18.129859112,5.0322061192,20.6,22.651222651,35.35443,7.1,16.6,452.8
48485,19.798431942,32.9,28.7,18.174295407,4.3873991716,22.0,16.843424129,79.72362,8.5,23.0,464.8
48487,16.552940982,28.8,28.1,17.575732033,4.766633565,24.7,20.755073148,46.058189999999996,7.5,16.1,489.7
48489,20.422689063,28.2,23.8,14.739301892,12.384615385,47.4,23.192655871,36.524680000000004,8.1,10.1,403.3
48491,12.770670422,30.2,17.8,22.146993147,3.3380523333,7.0,11.336209984,66.27153,9.8,41.1,233.6
48493,13.384707548,32.4,24.9,19.319987011,3.8968748675,14.4,16.021837762,46.2963,9.0,20.5,345.5
48495,15.576080773,29.0,25.9,18.605208135,7.8625702015,21.5,21.117923856,24.984379999999998,6.9,9.5,476.5
48497,14.835209995,30.6,26.0,19.993556133,4.7539015606,18.1,18.48177946,50.83157,9.9,17.5,401.9
48499,14.90060996,29.4,28.6,17.584391047,5.284054417,23.4,19.932410263,48.4362,9.7,16.4,419.5
48501,14.23587501,27.8,25.4,18.620534374,4.7338860658,16.7,22.856003191,23.40276,7.5,16.3,417.9
48503,15.176606578,29.8,29.0,18.395016104,4.4329649207,22.6,22.695280155,65.68144,7.7,19.6,523.4
48505,17.971904596,27.6,23.8,14.572894551,11.0,41.7,29.191258574,6.95701,7.2,10.4,377.4
48507,19.690506212,28.7,24.1,13.864510941,14.10223478,47.2,20.061059681,24.51982,7.1,8.6,457.1
49001,9.2802783814,23.0,26.0,12.535530954,4.9546632124,12.0,14.571375671,62.952470000000005,4.9,20.4,396.4
49003,8.7600834123,31.6,22.4,10.924618519,3.4704786588,12.0,9.1278697218,34.55093,7.9,23.3,321.2
49005,8.0259196888,23.5,14.7,11.644491386,3.0613739563,11.4,9.4881126814,48.02,7.6,37.8,228.5
49007,11.351013473,26.2,26.2,13.422046681,5.9398854962,18.3,10.945986273,43.94746,6.3,16.4,492.5
49009,7.6874240269,26.3,23.3,13.520120299,4.8523206751,10.9,11.246943765,0.0,5.4,12.4,
49011,6.8217516883,24.7,16.4,10.140011879,3.1471674278,7.1,8.374693703,51.183930000000004,8.7,37.5,245.9
49013,10.33103026,27.1,23.3,12.128566206,8.9482716352,14.2,17.089125102,38.347229999999996,6.5,14.4,429.2
49015,9.9492723611,27.6,22.2,12.913080964,6.3492063492,15.7,10.923888125,19.2864,5.9,14.7,436.5
49017,10.110787814,31.5,19.7,10.810258685,8.381294964,16.5,15.208223511,39.92813,4.7,24.4,248.0
49019,11.785685879,22.0,19.5,13.036661615,5.8375194873,18.6,16.23888183,126.10340000000001,5.2,27.7,310.7
49021,11.483274379,23.5,19.3,11.224486552,4.3273928621,20.6,16.208863959,41.349650000000004,5.1,29.1,333.0
49023,10.886940753,28.7,21.6,12.44254046,3.6114329857,13.7,12.650930055,66.07514,6.1,17.1,310.4
49025,9.4269875438,25.0,20.6,11.742610809,3.7991858887,15.9,10.072078907,42.06984,4.8,27.3,365.5
49027,9.630971249,30.4,23.1,11.475720329,3.3306772908,16.4,17.471904716,47.449580000000005,5.7,22.4,313.0
49029,8.4660436961,22.1,15.7,14.213464871,2.9741973606,4.3,8.182278481,81.33755000000001,7.4,39.5,179.5
49031,9.3962426417,26.1,24.5,10.039268052,6.0475161987,35.3,16.036866359,0.0,4.7,18.9,
49033,10.124797669,27.7,20.7,11.750134137,3.1503150315,11.8,12.506568576,,6.3,24.4,298.5
49035,9.3316901093,25.0,17.2,16.095686926,3.161171526,11.0,12.176662624,74.05307,9.6,34.5,307.4
49037,15.058062997,30.6,22.4,11.352300926,7.970505618,32.5,19.851245816,57.06315,5.2,18.4,383.7
49039,11.29748288,27.8,22.8,11.218819527,3.9452563994,19.4,13.587222494,59.072900000000004,6.0,18.8,296.6
49041,9.8342164278,29.9,23.0,11.056914421,4.3667669329,19.5,13.420961605,52.42088999999999,5.2,17.1,348.1
49043,8.2744255749,14.6,12.0,16.980038624,3.1002913025,7.2,10.947598131,116.0649,7.5,55.3,196.4
49045,12.185682609,31.9,20.9,14.013604682,3.8074642026,9.4,9.1527974659,23.82768,7.0,23.0,365.3
49047,11.9779101,29.7,23.8,13.82165534,9.3041057759,13.4,15.707294337,31.63889,6.5,14.7,369.5
49049,6.7354328269,24.6,15.6,9.8229230668,3.0467592162,9.4,10.529960308,43.46277,8.7,40.1,256.0
49051,9.2502523836,22.3,14.8,15.334860346,3.3213773314,7.6,15.702669531,58.297039999999996,7.1,40.6,236.1
49053,7.7364574135,24.3,18.5,10.76516942,3.6947564988,16.5,16.918168137,57.83987,5.8,27.7,263.1
49055,9.7105911266,23.8,21.7,11.619812895,7.7136900625,24.3,16.190921853,37.1471,4.7,25.2,286.6
49057,10.094295212,28.2,18.7,14.780635736,3.8217299753,12.3,11.577308663,41.86419,9.0,23.8,349.0
50001,13.28693345,23.6,18.7,20.670008462,3.0747962054,11.1,4.9010871502,108.00594000000001,7.5,36.7,235.7
50003,17.47767935,25.6,20.8,20.266166351,3.8107610696,17.9,5.2727871492,96.3736,7.1,35.7,331.0
50005,17.849905741,30.5,21.9,19.226100596,4.131130064,18.8,5.0630269639,84.47044,7.1,28.1,306.7
50007,11.828181391,19.4,15.4,22.617870939,2.4716905817,8.8,4.2735824605,179.69786000000002,8.0,50.7,258.5
50009,16.562131265,28.8,25.2,16.519010366,5.8520426941,24.5,6.4898663217,32.451730000000005,6.8,15.6,386.2
50011,16.994174167,28.7,24.3,19.208260557,3.1703660365,12.7,4.3262959563,49.181340000000006,8.3,23.7,326.7
50013,14.821882614,27.6,20.4,21.054709728,3.9696586599,13.4,5.3170468834,43.7254,8.2,39.2,311.2
50015,15.971466671,25.6,19.8,20.655721201,4.3239731466,14.1,5.3667523149,87.1805,7.2,37.3,269.7
50017,14.517622881,28.4,22.8,19.721637285,3.1141868512,13.6,4.7735297964,69.20655000000001,7.5,29.1,259.0
50019,18.839973038,28.1,26.0,19.196478266,5.2313141002,18.9,5.7881832604,77.49077000000001,7.4,21.6,355.3
50021,17.626876866,30.2,22.1,20.603463261,3.8873908577,16.5,4.8552387195,87.04969,7.9,30.3,340.0
50023,14.505775483,23.4,17.1,21.612612341,3.2046570429,13.0,3.8784270584,102.36812,7.4,41.5,292.6
50025,14.337261531,23.3,19.3,22.376559528,3.3347621089,17.9,5.0839385641,112.93965999999999,7.6,38.6,311.3
50027,14.141225325,25.2,19.7,20.998429495,2.9404765952,12.8,4.7920810398,107.64842,7.7,36.3,279.2
51001,16.488727241,36.2,29.3,15.141610216,4.8167605545,31.8,18.476257695,48.52455,8.1,18.5,451.1
51003,12.368071718,22.6,18.2,19.091008405,3.4977445833,9.4,9.7877531105,148.52937,8.6,53.5,195.4
51005,16.478937397,35.1,27.1,15.229773726,5.0707887894,21.7,10.356594438,57.40894,8.7,15.4,423.5
51007,15.925716363,30.3,27.3,17.106033071,4.192097655,15.5,13.42526094,15.50027,8.5,15.9,421.8
51009,16.760484362,32.1,30.7,16.036397398,4.3461030383,20.9,12.316668017,15.66711,8.8,19.2,371.1
51011,16.981777401,31.2,30.2,15.76931525,4.6171494121,19.6,12.460656928,12.97522,8.5,19.8,456.3
51013,12.338541629,18.3,15.3,26.10609086,2.5838470308,8.4,6.7419515482,73.74631,10.1,74.6,180.7
51015,16.087875063,34.6,25.6,17.6721677,3.6195902863,12.4,11.469702508,47.09745,9.0,23.5,304.1
51017,16.499954376,26.6,25.3,15.33828863,3.6770583533,17.7,10.694864048,67.11408999999999,7.9,14.9,421.4
51019,15.087837452,33.0,24.4,17.565693462,4.0564792821,12.7,10.189249594,65.61680000000001,9.3,28.9,326.1
51021,14.531097741,28.4,22.9,19.066220336,5.2420822716,16.7,9.8765432099,,8.4,17.4,448.1
51023,13.870426796,25.3,23.8,18.247596406,3.6153580871,9.4,7.6794594389,53.97787,9.1,28.7,271.8
51025,19.293069734,34.8,25.9,13.756026551,6.0198527057,30.0,12.94666432,29.94371,8.6,14.3,448.8
51027,19.781181251,32.4,31.9,15.319075781,10.782302959,30.7,13.103328106,26.343519999999998,9.3,10.6,628.8
51029,19.752299616,34.2,34.4,15.941490301,5.3460620525,24.3,14.225070751,35.22781,8.4,11.3,370.4
51031,16.450081308,33.9,25.5,16.703166218,4.384077461,18.4,12.25648622,19.96878,9.1,22.5,377.7
51033,17.108381287,31.7,23.0,16.501892021,4.3730206859,15.0,12.148517639,10.00534,8.8,20.1,387.2
51035,17.280107155,30.5,24.5,15.660435893,5.1361386139,22.6,13.943203989,90.83569,8.6,13.1,409.0
51036,17.558029874,35.0,28.0,14.199275421,4.5356951154,20.0,17.529154519,14.20455,8.6,13.3,364.3
51037,19.519538174,34.0,29.3,14.186970389,5.0256996002,29.3,15.383001049,49.1763,8.6,10.2,385.0
51041,12.932485859,28.1,21.7,17.168191643,3.8271186629,9.3,8.883294811,89.66686,9.3,39.9,291.3
51043,15.420364051,26.8,22.6,17.040974842,3.5000670511,9.1,11.111111111,41.774,9.6,32.2,308.4
51045,17.342806704,27.8,23.1,15.994721219,4.6835443038,22.3,9.8336594912,19.190170000000002,8.3,18.5,334.3
51047,17.198071264,30.6,24.8,17.338612736,3.8261243813,13.4,12.598348476,42.4826,8.8,24.7,352.5
51049,19.261347183,33.9,24.3,14.511736854,4.5819761129,26.4,13.179295211,20.57825,8.3,17.5,325.8
51051,19.688642208,34.5,24.0,15.560537624,9.9448732084,29.9,12.886030967,26.463780000000003,9.2,10.0,634.3
51053,17.215808925,32.3,25.8,16.286353519,4.8284625159,18.4,11.300083933,14.36163,8.9,17.2,384.3
51057,17.003747463,34.7,27.2,14.483454521,4.8223350254,24.0,13.619254021,17.96945,8.3,16.5,371.8
51059,10.405061114,23.5,16.7,17.162045006,3.1780083816,7.2,8.8086434902,103.74407,8.8,61.1,165.7
51061,13.756706168,24.5,24.1,18.647466039,3.4380045654,7.2,9.4456808654,52.339270000000006,9.3,35.9,313.5
51063,16.886478911,26.7,27.2,17.953280514,3.9630440068,17.2,12.325656828,38.336209999999994,8.5,22.3,317.6
51065,13.953652141,29.4,21.1,16.950747597,3.3275353551,9.8,10.437123062,22.87021,8.5,34.5,289.1
51067,16.890842329,29.2,24.2,16.174413648,4.2595044449,18.4,12.637962683,46.21072,9.1,20.5,353.5
51069,13.603900941,30.1,21.3,18.567301822,3.4600075604,9.9,11.101159952,46.87556,9.7,28.1,311.4
51071,15.372337921,29.6,31.7,17.753627466,5.3041729512,17.7,11.378687538,53.86641,8.6,18.2,488.5
51073,14.881143017,33.1,24.4,18.148424736,3.6542404963,13.7,9.8886252801,59.230540000000005,8.3,22.8,398.9
51075,13.170149966,29.4,20.8,17.336662743,3.7497662241,8.6,5.3211118386,85.38175000000001,8.9,39.2,269.0
51077,18.433154898,29.9,29.1,14.293667833,5.2459482514,25.9,12.825860271,24.981260000000002,8.4,12.5,371.7
51079,17.326804227,28.5,26.6,17.392563704,3.2130549361,12.8,14.013137316,15.65599,8.6,27.8,320.9
51081,21.19251261,32.0,27.8,15.143000744,5.1361681796,26.6,10.54833408,50.483799999999995,8.6,9.0,617.2
51083,19.141244056,31.8,28.4,14.096791663,5.783682233,25.8,12.51263619,39.85765,9.0,15.9,481.5
51085,14.718775817,29.0,19.7,20.44809724,3.4795604396,6.5,7.3654324187,73.62415,9.3,39.2,297.4
51087,16.264027518,28.1,23.3,17.189865942,3.8406144983,11.8,10.253876311,98.72215000000001,8.8,42.9,313.7
51089,18.842301051,32.3,36.9,13.67953738,5.5623444218,28.3,14.109078167,67.46208,9.1,12.8,448.2
51091,15.384343572,27.2,25.1,14.994638763,3.1538461538,19.2,19.86970684,,7.7,23.1,329.3
51093,14.997384093,32.2,23.5,17.149637347,4.32,12.4,9.0463233565,49.567660000000004,8.6,28.2,301.8
51095,12.963750688,25.9,20.2,16.425039247,3.8677425013,9.4,8.7372298536,138.07812,8.4,49.6,246.2
51097,18.27730758,32.9,27.9,15.270855124,4.1793523388,18.7,13.957219251,41.91115,8.3,19.8,343.0
51099,15.231041652,28.7,20.8,19.893393546,4.1734594066,8.9,6.9886158294,23.51558,8.5,34.6,327.9
51101,15.669779521,25.7,27.1,18.316252413,3.7210364114,11.5,9.9355959187,43.02662,8.7,20.4,380.4
51103,13.424884556,31.1,27.1,14.125129425,5.6078431373,27.0,11.847591661,54.71956,8.0,30.9,368.6
51105,22.321686143,32.1,35.7,15.880070757,6.8050477651,37.5,13.194520548,24.25026,9.6,11.4,492.0
51107,11.345437878,21.5,17.5,17.061712217,3.1615774826,3.5,6.7269940889,76.6714,10.0,60.8,172.0
51109,16.815828436,30.7,29.2,16.086504468,3.765509021,16.0,12.83838777,14.450030000000002,8.7,23.4,337.9
51111,18.979646115,29.1,27.5,14.485943984,4.5887281036,26.1,15.232690125,32.52297,8.5,10.6,405.7
51113,16.98272055,27.2,24.2,15.583598476,3.0771372877,17.9,13.873334621,53.296789999999994,8.5,24.2,370.0
51115,14.146789738,28.6,22.8,15.453302382,3.9586919105,17.7,10.418336272,45.13654,8.0,28.0,385.1
51117,18.533398279,30.7,26.5,13.298521688,5.6199677939,26.0,14.648428965,61.13059,8.9,18.4,447.8
51119,14.684404251,25.7,26.0,14.886293616,3.7713139418,24.9,10.98548297,37.7145,8.2,21.8,390.3
51121,18.252442797,23.5,21.8,20.388455881,4.0295689205,13.4,11.079173617,69.63432,8.9,45.8,308.1
51125,17.141502546,29.2,23.7,15.101468871,3.5580783608,20.6,13.400395186,101.45418,8.4,32.1,382.7
51127,14.268803999,28.9,23.0,19.00268508,3.3818984547,8.3,9.6717961048,29.4233,8.7,28.4,310.2
51131,16.92145579,36.1,28.4,12.827449527,5.7239627434,29.4,15.608995769,131.63307,7.8,21.6,458.7
51133,13.788988673,28.0,27.4,13.659129517,5.4108584006,26.2,13.889938295,89.92806,8.0,28.5,308.5
51135,19.728069431,34.7,27.0,15.029386215,3.9432624113,29.1,13.580246914,63.80398999999999,8.5,12.7,439.5
51137,15.932800355,28.4,25.0,17.373392289,4.0183206107,13.7,11.847627246,56.521119999999996,8.8,24.3,387.4
51139,17.009652441,26.0,25.5,15.981681256,5.5574822265,23.9,13.8896266,37.93307,8.7,13.9,439.3
51141,18.525567647,28.5,32.3,14.756599724,4.8045805327,27.5,14.009230311,16.6251,8.6,13.9,454.6
51143,17.830186071,33.7,31.1,15.035288351,4.7183502649,19.0,12.221947603,6.43149,9.3,13.9,388.2
51145,13.827299758,29.6,20.8,19.572817214,3.5495082452,8.2,9.4435075885,60.64713999999999,8.7,28.8,245.4
51147,18.744913592,33.6,23.8,17.2847161,5.3353057199,28.0,13.480519481,65.35378,8.4,28.1,459.9
51149,16.976197844,31.7,25.2,17.190960367,4.7996272134,11.6,9.1995221027,13.205850000000002,9.0,24.0,294.2
51153,15.172088452,28.8,18.2,17.967456679,3.58846668,9.7,11.143324085,45.603370000000005,9.7,40.1,225.3
51155,17.233969779,31.1,27.4,16.452753114,5.8128257971,20.0,9.7664300435,46.60375,8.8,19.4,447.5
51157,13.96273732,29.6,24.1,16.394092028,3.4946236559,16.8,15.114807449,40.66143,8.5,32.9,221.5
51159,19.578923771,28.5,23.6,15.078359098,3.7208108802,23.7,13.919087507,,8.1,15.7,443.0
51161,15.100706701,27.0,26.6,17.089682307,3.5446171327,9.2,8.2163462188,120.7512,9.2,34.8,334.1
51163,15.501912556,24.1,23.8,16.052157657,4.4117647059,17.9,12.47311828,107.36334,8.6,26.5,320.2
51165,15.507712983,25.2,26.7,17.817441487,3.4588473805,12.9,13.002130975,24.17518,9.1,25.9,270.3
51167,18.521583799,30.3,28.5,15.788354304,6.4773338111,23.7,12.536417014,35.85386,9.2,13.5,511.0
51169,17.670931259,30.9,30.7,15.187457327,4.8252560448,24.0,10.963494913,36.15656,10.0,14.4,509.9
51171,16.398757584,29.8,25.4,17.676543968,3.7275125929,15.0,13.181112056,46.30702,9.1,20.1,334.7
51173,18.621622465,29.7,28.4,16.70789382,5.7692307692,24.2,11.056011706,57.19733,8.6,14.3,478.7
51175,17.789554241,31.1,27.7,14.874555658,3.8946669617,21.1,12.083772789,22.08846,8.5,17.8,338.6
51177,16.881694068,31.6,24.5,20.085633418,4.0604885615,10.7,10.405118398,60.548,8.9,31.5,308.8
51179,14.233634501,28.8,20.1,19.295786979,3.9055323436,7.0,7.5970511235,27.46421,9.0,39.8,259.0
51181,16.844069958,34.6,26.2,14.939191689,5.2617155385,21.8,11.071958457,29.810699999999997,8.2,17.6,411.6
51183,19.69913144,36.8,26.2,16.02717205,6.1431756255,30.2,13.710121012,25.60819,8.6,12.6,478.5
51185,17.862435196,32.2,31.5,15.513422528,7.5458701234,24.8,12.596463511,65.26959,8.8,15.3,530.6
51187,17.233408754,28.3,24.9,19.618553966,4.0008102907,14.4,11.224583397,48.61449,9.1,21.1,377.0
51191,17.195472267,29.9,26.3,16.593679109,4.4852040248,18.9,11.011798355,67.77674,9.4,22.5,356.9
51193,17.172745787,32.2,29.9,14.791959844,4.593322877,27.8,14.479197845,11.344940000000001,8.3,20.3,416.9
51195,20.670762798,31.2,31.0,15.828865654,8.5355584475,28.6,11.76240719,50.355,9.3,14.5,597.0
